Circuit: * C:\Users\ycay\Desktop\FullBridge_Modulations\Transformless_SP_Inverter\FullBridge_LTspice\UJ4C075018K4S\Bipolar_UJ4C075018K4S_DeadTime.asc

Instance "m:u4:m1:2": Length shorter than recommended for a level 3 MOSFET.
Instance "m:u4:m1:1": Length shorter than recommended for a level 3 MOSFET.
Instance "m:u3:m1:2": Length shorter than recommended for a level 3 MOSFET.
Instance "m:u3:m1:1": Length shorter than recommended for a level 3 MOSFET.
Instance "m:u2:m1:2": Length shorter than recommended for a level 3 MOSFET.
Instance "m:u2:m1:1": Length shorter than recommended for a level 3 MOSFET.
Instance "m:u1:m1:2": Length shorter than recommended for a level 3 MOSFET.
Instance "m:u1:m1:1": Length shorter than recommended for a level 3 MOSFET.
Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.000586307 to 0.000586312
Heightened Def Con from 0.000594314 to 0.000594318
Heightened Def Con from 0.000594325 to 0.000594329
Heightened Def Con from 0.000606334 to 0.000606339
Heightened Def Con from 0.000614287 to 0.000614291
Heightened Def Con from 0.000614298 to 0.000614302
Heightened Def Con from 0.000626361 to 0.000626366
Heightened Def Con from 0.000634262 to 0.000634266
Heightened Def Con from 0.000634272 to 0.000634276
Heightened Def Con from 0.000646388 to 0.000646393
Heightened Def Con from 0.000654234 to 0.000654238
Heightened Def Con from 0.000654245 to 0.000654249
Heightened Def Con from 0.000666415 to 0.00066642
Heightened Def Con from 0.000674207 to 0.000674211
Heightened Def Con from 0.000674218 to 0.000674222
Heightened Def Con from 0.000686441 to 0.000686446
Heightened Def Con from 0.000694181 to 0.000694185
Heightened Def Con from 0.000694192 to 0.000694196
Heightened Def Con from 0.000706469 to 0.000706474
Heightened Def Con from 0.000714155 to 0.000714159
Heightened Def Con from 0.000714166 to 0.00071417
Heightened Def Con from 0.000726498 to 0.000726503
Heightened Def Con from 0.000734126 to 0.00073413
Heightened Def Con from 0.000734137 to 0.000734141
Heightened Def Con from 0.000746522 to 0.000746527
Heightened Def Con from 0.0007541 to 0.000754104
Heightened Def Con from 0.000754112 to 0.000754116
Heightened Def Con from 0.000766551 to 0.000766556
Heightened Def Con from 0.000774074 to 0.000774078
Heightened Def Con from 0.000774086 to 0.00077409
Heightened Def Con from 0.000786575 to 0.00078658
Heightened Def Con from 0.000794046 to 0.00079405
Heightened Def Con from 0.000794058 to 0.000794062
Heightened Def Con from 0.000806602 to 0.000806607
Heightened Def Con from 0.000814021 to 0.000814025
Heightened Def Con from 0.000814033 to 0.000814037
Heightened Def Con from 0.000826628 to 0.000826633
Heightened Def Con from 0.000833995 to 0.000833999
Heightened Def Con from 0.000834006 to 0.00083401
Heightened Def Con from 0.000846655 to 0.00084666
Heightened Def Con from 0.000853968 to 0.000853972
Heightened Def Con from 0.00085398 to 0.000853984
Heightened Def Con from 0.000866681 to 0.000866686
Heightened Def Con from 0.000873942 to 0.000873946
Heightened Def Con from 0.000873953 to 0.000873957
Heightened Def Con from 0.000886708 to 0.000886713
Heightened Def Con from 0.000893916 to 0.00089392
Heightened Def Con from 0.000893928 to 0.000893932
Heightened Def Con from 0.000906734 to 0.000906739
Heightened Def Con from 0.000913889 to 0.000913893
Heightened Def Con from 0.000913901 to 0.000913905
Heightened Def Con from 0.00092676 to 0.000926765
Heightened Def Con from 0.000933863 to 0.000933867
Heightened Def Con from 0.000933875 to 0.000933879
Heightened Def Con from 0.000946776 to 0.000946777
Heightened Def Con from 0.000946786 to 0.000946791
Heightened Def Con from 0.000953837 to 0.000953841
Heightened Def Con from 0.000953849 to 0.000953853
Heightened Def Con from 0.000966813 to 0.000966818
Heightened Def Con from 0.000973811 to 0.000973815
Heightened Def Con from 0.000973823 to 0.000973827
Heightened Def Con from 0.000986839 to 0.000986844
Heightened Def Con from 0.000993785 to 0.000993789
Heightened Def Con from 0.000993797 to 0.000993801
Heightened Def Con from 0.00100686 to 0.00100687
Heightened Def Con from 0.00101376 to 0.00101376
Heightened Def Con from 0.00101377 to 0.00101377
Heightened Def Con from 0.00102689 to 0.0010269
Heightened Def Con from 0.00103373 to 0.00103374
Heightened Def Con from 0.00103375 to 0.00103375
Heightened Def Con from 0.00104692 to 0.00104692
Heightened Def Con from 0.00105371 to 0.00105371
Heightened Def Con from 0.00105372 to 0.00105373
Heightened Def Con from 0.00106694 to 0.00106695
Heightened Def Con from 0.00107368 to 0.00107368
Heightened Def Con from 0.00107369 to 0.0010737
Heightened Def Con from 0.00108697 to 0.00108697
Heightened Def Con from 0.00109366 to 0.00109366
Heightened Def Con from 0.00109367 to 0.00109367
Heightened Def Con from 0.001107 to 0.001107
Heightened Def Con from 0.00111363 to 0.00111363
Heightened Def Con from 0.00111364 to 0.00111365
Heightened Def Con from 0.00112702 to 0.00112702
Heightened Def Con from 0.0011336 to 0.00113361
Heightened Def Con from 0.00113362 to 0.00113362
Heightened Def Con from 0.00114705 to 0.00114705
Heightened Def Con from 0.00115358 to 0.00115358
Heightened Def Con from 0.00115359 to 0.00115359
Heightened Def Con from 0.00116707 to 0.00116708
Heightened Def Con from 0.00117355 to 0.00117356
Heightened Def Con from 0.00117357 to 0.00117357
Heightened Def Con from 0.0011871 to 0.0011871
Heightened Def Con from 0.00119353 to 0.00119353
Heightened Def Con from 0.00119354 to 0.00119354
Heightened Def Con from 0.00120712 to 0.00120713
Heightened Def Con from 0.0012135 to 0.00121351
Heightened Def Con from 0.00121351 to 0.00121352
Heightened Def Con from 0.00122715 to 0.00122715
Heightened Def Con from 0.00123348 to 0.00123348
Heightened Def Con from 0.00123349 to 0.00123349
Heightened Def Con from 0.00124717 to 0.00124718
Heightened Def Con from 0.00125345 to 0.00125346
Heightened Def Con from 0.00125346 to 0.00125347
Heightened Def Con from 0.0012672 to 0.0012672
Heightened Def Con from 0.00127343 to 0.00127343
Heightened Def Con from 0.00127344 to 0.00127344
Heightened Def Con from 0.00128722 to 0.00128723
Heightened Def Con from 0.0012934 to 0.00129341
Heightened Def Con from 0.00129341 to 0.00129342
Heightened Def Con from 0.00130725 to 0.00130725
Heightened Def Con from 0.00131337 to 0.00131338
Heightened Def Con from 0.00131339 to 0.00131339
Heightened Def Con from 0.00132727 to 0.00132728
Heightened Def Con from 0.00133335 to 0.00133336
Heightened Def Con from 0.00133336 to 0.00133337
Heightened Def Con from 0.0013473 to 0.0013473
Heightened Def Con from 0.00135333 to 0.00135333
Heightened Def Con from 0.00135334 to 0.00135334
Heightened Def Con from 0.00136732 to 0.00136733
Heightened Def Con from 0.0013733 to 0.00137331
Heightened Def Con from 0.00137331 to 0.00137332
Heightened Def Con from 0.00138735 to 0.00138736
Heightened Def Con from 0.00139328 to 0.00139328
Heightened Def Con from 0.00139329 to 0.00139329
Heightened Def Con from 0.00140737 to 0.00140738
Heightened Def Con from 0.00141325 to 0.00141326
Heightened Def Con from 0.00141326 to 0.00141327
Heightened Def Con from 0.0014274 to 0.00142741
Heightened Def Con from 0.00143323 to 0.00143323
Heightened Def Con from 0.00143324 to 0.00143324
Heightened Def Con from 0.00144742 to 0.00144742
Heightened Def Con from 0.0014532 to 0.00145321
Heightened Def Con from 0.00145321 to 0.00145322
Heightened Def Con from 0.00146745 to 0.00146745
Heightened Def Con from 0.00147318 to 0.00147318
Heightened Def Con from 0.00147319 to 0.00147319
Heightened Def Con from 0.00148747 to 0.00148748
Heightened Def Con from 0.00149315 to 0.00149316
Heightened Def Con from 0.00149317 to 0.00149317
Heightened Def Con from 0.0015075 to 0.0015075
Heightened Def Con from 0.00151313 to 0.00151313
Heightened Def Con from 0.00151314 to 0.00151315
Heightened Def Con from 0.00152752 to 0.00152753
Heightened Def Con from 0.00153311 to 0.00153311
Heightened Def Con from 0.00153312 to 0.00153312
Heightened Def Con from 0.00154755 to 0.00154755
Heightened Def Con from 0.00155308 to 0.00155308
Heightened Def Con from 0.00155309 to 0.0015531
Heightened Def Con from 0.00156757 to 0.00156757
Heightened Def Con from 0.00157306 to 0.00157306
Heightened Def Con from 0.00157307 to 0.00157307
Heightened Def Con from 0.00158759 to 0.0015876
Heightened Def Con from 0.00159303 to 0.00159304
Heightened Def Con from 0.00159304 to 0.00159305
Heightened Def Con from 0.00160762 to 0.00160762
Heightened Def Con from 0.00161301 to 0.00161301
Heightened Def Con from 0.00161302 to 0.00161303
Heightened Def Con from 0.00162764 to 0.00162765
Heightened Def Con from 0.00163299 to 0.00163299
Heightened Def Con from 0.001633 to 0.001633
Heightened Def Con from 0.00164766 to 0.00164767
Heightened Def Con from 0.00165296 to 0.00165297
Heightened Def Con from 0.00165297 to 0.00165298
Heightened Def Con from 0.00166769 to 0.00166769
Heightened Def Con from 0.00167294 to 0.00167294
Heightened Def Con from 0.00167295 to 0.00167295
Heightened Def Con from 0.00168771 to 0.00168772
Heightened Def Con from 0.00169291 to 0.00169292
Heightened Def Con from 0.00169293 to 0.00169293
Heightened Def Con from 0.00170774 to 0.00170774
Heightened Def Con from 0.00171289 to 0.00171289
Heightened Def Con from 0.0017129 to 0.00171291
Heightened Def Con from 0.00172776 to 0.00172776
Heightened Def Con from 0.00173287 to 0.00173287
Heightened Def Con from 0.00173288 to 0.00173288
Heightened Def Con from 0.00174778 to 0.00174779
Heightened Def Con from 0.00175284 to 0.00175285
Heightened Def Con from 0.00175286 to 0.00175286
Heightened Def Con from 0.00176781 to 0.00176781
Heightened Def Con from 0.00177282 to 0.00177282
Heightened Def Con from 0.00177283 to 0.00177284
Heightened Def Con from 0.00178783 to 0.00178784
Heightened Def Con from 0.0017928 to 0.0017928
Heightened Def Con from 0.00179281 to 0.00179281
Heightened Def Con from 0.00180785 to 0.00180786
Heightened Def Con from 0.00181277 to 0.00181278
Heightened Def Con from 0.00181279 to 0.00181279
Heightened Def Con from 0.00182787 to 0.00182788
Heightened Def Con from 0.00183275 to 0.00183276
Heightened Def Con from 0.00183276 to 0.00183277
Heightened Def Con from 0.0018479 to 0.0018479
Heightened Def Con from 0.00185273 to 0.00185273
Heightened Def Con from 0.00185274 to 0.00185274
Heightened Def Con from 0.00186792 to 0.00186793
Heightened Def Con from 0.00187271 to 0.00187271
Heightened Def Con from 0.00187272 to 0.00187272
Heightened Def Con from 0.00188794 to 0.00188795
Heightened Def Con from 0.00189268 to 0.00189269
Heightened Def Con from 0.0018927 to 0.0018927
Heightened Def Con from 0.00190797 to 0.00190797
Heightened Def Con from 0.00191266 to 0.00191266
Heightened Def Con from 0.00191267 to 0.00191268
Heightened Def Con from 0.00192799 to 0.00192799
Heightened Def Con from 0.00193264 to 0.00193264
Heightened Def Con from 0.00193265 to 0.00193266
Heightened Def Con from 0.00194801 to 0.00194802
Heightened Def Con from 0.00195262 to 0.00195262
Heightened Def Con from 0.00195263 to 0.00195263
Heightened Def Con from 0.00196803 to 0.00196804
Heightened Def Con from 0.00197259 to 0.0019726
Heightened Def Con from 0.00197261 to 0.00197261
Heightened Def Con from 0.00198806 to 0.00198806
Heightened Def Con from 0.00199257 to 0.00199257
Heightened Def Con from 0.00199258 to 0.00199259
Heightened Def Con from 0.00200808 to 0.00200808
Heightened Def Con from 0.00201255 to 0.00201255
Heightened Def Con from 0.00201256 to 0.00201257
Heightened Def Con from 0.0020281 to 0.0020281
Heightened Def Con from 0.00203253 to 0.00203253
Heightened Def Con from 0.00203254 to 0.00203254
Heightened Def Con from 0.00204812 to 0.00204813
Heightened Def Con from 0.0020525 to 0.00205251
Heightened Def Con from 0.00205252 to 0.00205252
Heightened Def Con from 0.00206814 to 0.00206815
Heightened Def Con from 0.00207248 to 0.00207249
Heightened Def Con from 0.0020725 to 0.0020725
Heightened Def Con from 0.00208817 to 0.00208817
Heightened Def Con from 0.00209246 to 0.00209247
Heightened Def Con from 0.00209247 to 0.00209248
Heightened Def Con from 0.00210819 to 0.00210819
Heightened Def Con from 0.00211244 to 0.00211244
Heightened Def Con from 0.00211245 to 0.00211246
Heightened Def Con from 0.00212821 to 0.00212821
Heightened Def Con from 0.00213242 to 0.00213242
Heightened Def Con from 0.00213243 to 0.00213244
Heightened Def Con from 0.00214823 to 0.00214824
Heightened Def Con from 0.0021524 to 0.0021524
Heightened Def Con from 0.00215241 to 0.00215242
Heightened Def Con from 0.00216825 to 0.00216826
Heightened Def Con from 0.00217238 to 0.00217238
Heightened Def Con from 0.00217239 to 0.00217239
Heightened Def Con from 0.00218827 to 0.00218828
Heightened Def Con from 0.00219235 to 0.00219236
Heightened Def Con from 0.00219237 to 0.00219237
Heightened Def Con from 0.0022083 to 0.0022083
Heightened Def Con from 0.00221233 to 0.00221234
Heightened Def Con from 0.00221235 to 0.00221235
Heightened Def Con from 0.00222832 to 0.00222832
Heightened Def Con from 0.00223231 to 0.00223232
Heightened Def Con from 0.00223233 to 0.00223233
Heightened Def Con from 0.00224834 to 0.00224834
Heightened Def Con from 0.00225229 to 0.0022523
Heightened Def Con from 0.00225231 to 0.00225231
Heightened Def Con from 0.00226836 to 0.00226836
Heightened Def Con from 0.00227227 to 0.00227228
Heightened Def Con from 0.00227228 to 0.00227229
Heightened Def Con from 0.00228838 to 0.00228838
Heightened Def Con from 0.00229225 to 0.00229225
Heightened Def Con from 0.00229226 to 0.00229227
Heightened Def Con from 0.0023084 to 0.0023084
Heightened Def Con from 0.00231223 to 0.00231223
Heightened Def Con from 0.00231224 to 0.00231225
Heightened Def Con from 0.00231261 to 0.00231261
Heightened Def Con from 0.00232842 to 0.00232843
Heightened Def Con from 0.00233221 to 0.00233221
Heightened Def Con from 0.00233222 to 0.00233223
Heightened Def Con from 0.00234844 to 0.00234844
Heightened Def Con from 0.00235219 to 0.00235219
Heightened Def Con from 0.0023522 to 0.00235221
Heightened Def Con from 0.00236846 to 0.00236846
Heightened Def Con from 0.00237217 to 0.00237217
Heightened Def Con from 0.00237218 to 0.00237219
Heightened Def Con from 0.00238848 to 0.00238848
Heightened Def Con from 0.00239215 to 0.00239215
Heightened Def Con from 0.00239216 to 0.00239217
Heightened Def Con from 0.0024085 to 0.0024085
Heightened Def Con from 0.00241213 to 0.00241213
Heightened Def Con from 0.00241214 to 0.00241215
Heightened Def Con from 0.00242852 to 0.00242853
Heightened Def Con from 0.00243211 to 0.00243211
Heightened Def Con from 0.00243212 to 0.00243213
Heightened Def Con from 0.00244854 to 0.00244855
Heightened Def Con from 0.00245209 to 0.00245209
Heightened Def Con from 0.0024521 to 0.00245211
Heightened Def Con from 0.00246856 to 0.00246856
Heightened Def Con from 0.00247207 to 0.00247207
Heightened Def Con from 0.00247208 to 0.00247209
Heightened Def Con from 0.00248858 to 0.00248858
Heightened Def Con from 0.00249205 to 0.00249206
Heightened Def Con from 0.00249207 to 0.00249207
Heightened Def Con from 0.0025086 to 0.0025086
Heightened Def Con from 0.00251203 to 0.00251204
Heightened Def Con from 0.00251205 to 0.00251205
Heightened Def Con from 0.00252862 to 0.00252862
Heightened Def Con from 0.00253201 to 0.00253202
Heightened Def Con from 0.00253203 to 0.00253203
Heightened Def Con from 0.00254864 to 0.00254864
Heightened Def Con from 0.00255199 to 0.002552
Heightened Def Con from 0.00255201 to 0.00255201
Heightened Def Con from 0.00256866 to 0.00256866
Heightened Def Con from 0.00257197 to 0.00257198
Heightened Def Con from 0.00257199 to 0.00257199
Heightened Def Con from 0.00258868 to 0.00258868
Heightened Def Con from 0.00259196 to 0.00259196
Heightened Def Con from 0.00259197 to 0.00259197
Heightened Def Con from 0.00260869 to 0.0026087
Heightened Def Con from 0.00261194 to 0.00261194
Heightened Def Con from 0.00261195 to 0.00261195
Heightened Def Con from 0.00262871 to 0.00262872
Heightened Def Con from 0.00263192 to 0.00263192
Heightened Def Con from 0.00263193 to 0.00263194
Heightened Def Con from 0.00264873 to 0.00264874
Heightened Def Con from 0.0026519 to 0.0026519
Heightened Def Con from 0.00265191 to 0.00265192
Heightened Def Con from 0.00266875 to 0.00266875
Heightened Def Con from 0.00267188 to 0.00267189
Heightened Def Con from 0.0026719 to 0.0026719
Heightened Def Con from 0.00268877 to 0.00268877
Heightened Def Con from 0.00269186 to 0.00269187
Heightened Def Con from 0.00269188 to 0.00269188
Heightened Def Con from 0.00270879 to 0.00270879
Heightened Def Con from 0.00271184 to 0.00271185
Heightened Def Con from 0.00271186 to 0.00271186
Heightened Def Con from 0.00272881 to 0.00272881
Heightened Def Con from 0.00273183 to 0.00273183
Heightened Def Con from 0.00273184 to 0.00273184
Heightened Def Con from 0.00274882 to 0.00274883
Heightened Def Con from 0.00275181 to 0.00275181
Heightened Def Con from 0.00275182 to 0.00275183
Heightened Def Con from 0.00276884 to 0.00276884
Heightened Def Con from 0.00277179 to 0.0027718
Heightened Def Con from 0.00277181 to 0.00277181
Heightened Def Con from 0.00278886 to 0.00278886
Heightened Def Con from 0.00279178 to 0.00279178
Heightened Def Con from 0.00279179 to 0.00279179
Heightened Def Con from 0.00280888 to 0.00280888
Heightened Def Con from 0.00281176 to 0.00281176
Heightened Def Con from 0.00281177 to 0.00281177
Heightened Def Con from 0.00282849 to 0.00282849
Heightened Def Con from 0.00282889 to 0.0028289
Heightened Def Con from 0.00283174 to 0.00283174
Heightened Def Con from 0.00283175 to 0.00283176
Heightened Def Con from 0.00284851 to 0.00284851
Heightened Def Con from 0.00284891 to 0.00284891
Heightened Def Con from 0.00285172 to 0.00285173
Heightened Def Con from 0.00285174 to 0.00285174
Heightened Def Con from 0.00286853 to 0.00286853
Heightened Def Con from 0.00286893 to 0.00286893
Heightened Def Con from 0.00287171 to 0.00287171
Heightened Def Con from 0.00287172 to 0.00287172
Heightened Def Con from 0.00288854 to 0.00288854
Heightened Def Con from 0.00288894 to 0.00288895
Heightened Def Con from 0.00289169 to 0.00289169
Heightened Def Con from 0.0028917 to 0.00289171
Heightened Def Con from 0.00290856 to 0.00290856
Heightened Def Con from 0.00290896 to 0.00290896
Heightened Def Con from 0.00291167 to 0.00291168
Heightened Def Con from 0.00291169 to 0.00291169
Heightened Def Con from 0.00292857 to 0.00292858
Heightened Def Con from 0.00292897 to 0.00292898
Heightened Def Con from 0.00293165 to 0.00293166
Heightened Def Con from 0.00293167 to 0.00293167
Heightened Def Con from 0.00294859 to 0.00294859
Heightened Def Con from 0.00294899 to 0.002949
Heightened Def Con from 0.00295164 to 0.00295164
Heightened Def Con from 0.00295165 to 0.00295166
Heightened Def Con from 0.00296861 to 0.00296861
Heightened Def Con from 0.00296901 to 0.00296901
Heightened Def Con from 0.00297162 to 0.00297163
Heightened Def Con from 0.00297164 to 0.00297164
Heightened Def Con from 0.00298863 to 0.00298863
Heightened Def Con from 0.00298903 to 0.00298903
Heightened Def Con from 0.00299161 to 0.00299161
Heightened Def Con from 0.00299162 to 0.00299162
Heightened Def Con from 0.00300864 to 0.00300864
Heightened Def Con from 0.00300904 to 0.00300905
Heightened Def Con from 0.00301159 to 0.00301159
Heightened Def Con from 0.0030116 to 0.00301161
Heightened Def Con from 0.00302866 to 0.00302866
Heightened Def Con from 0.00302906 to 0.00302906
Heightened Def Con from 0.00303158 to 0.00303158
Heightened Def Con from 0.00303159 to 0.00303159
Heightened Def Con from 0.00304867 to 0.00304868
Heightened Def Con from 0.00304907 to 0.00304908
Heightened Def Con from 0.00305156 to 0.00305156
Heightened Def Con from 0.00305157 to 0.00305158
Heightened Def Con from 0.00306869 to 0.00306869
Heightened Def Con from 0.00306909 to 0.00306909
Heightened Def Con from 0.00307154 to 0.00307155
Heightened Def Con from 0.00307156 to 0.00307156
Heightened Def Con from 0.0030887 to 0.0030887
Heightened Def Con from 0.0030891 to 0.00308911
Heightened Def Con from 0.00309153 to 0.00309153
Heightened Def Con from 0.00309154 to 0.00309155
Heightened Def Con from 0.00310872 to 0.00310872
Heightened Def Con from 0.00310912 to 0.00310912
Heightened Def Con from 0.00311151 to 0.00311152
Heightened Def Con from 0.00311153 to 0.00311153
Heightened Def Con from 0.00312873 to 0.00312874
Heightened Def Con from 0.00312913 to 0.00312914
Heightened Def Con from 0.0031315 to 0.0031315
Heightened Def Con from 0.00313151 to 0.00313151
Heightened Def Con from 0.00314875 to 0.00314875
Heightened Def Con from 0.00314915 to 0.00314916
Heightened Def Con from 0.00315148 to 0.00315149
Heightened Def Con from 0.0031515 to 0.0031515
Heightened Def Con from 0.00316876 to 0.00316877
Heightened Def Con from 0.00316916 to 0.00316917
Heightened Def Con from 0.00317147 to 0.00317147
Heightened Def Con from 0.00317148 to 0.00317148
Heightened Def Con from 0.00318878 to 0.00318878
Heightened Def Con from 0.00318918 to 0.00318918
Heightened Def Con from 0.00319145 to 0.00319146
Heightened Def Con from 0.00319147 to 0.00319147
Heightened Def Con from 0.00320879 to 0.0032088
Heightened Def Con from 0.00320919 to 0.0032092
Heightened Def Con from 0.00321144 to 0.00321144
Heightened Def Con from 0.00321145 to 0.00321145
Heightened Def Con from 0.00322881 to 0.00322881
Heightened Def Con from 0.00322921 to 0.00322921
Heightened Def Con from 0.00323142 to 0.00323143
Heightened Def Con from 0.00323144 to 0.00323144
Heightened Def Con from 0.00324882 to 0.00324883
Heightened Def Con from 0.00324922 to 0.00324923
Heightened Def Con from 0.00325141 to 0.00325141
Heightened Def Con from 0.00325142 to 0.00325143
Heightened Def Con from 0.00326884 to 0.00326884
Heightened Def Con from 0.00326924 to 0.00326924
Heightened Def Con from 0.00327139 to 0.0032714
Heightened Def Con from 0.00327141 to 0.00327141
Heightened Def Con from 0.00328885 to 0.00328885
Heightened Def Con from 0.00328925 to 0.00328925
Heightened Def Con from 0.00329138 to 0.00329138
Heightened Def Con from 0.00329139 to 0.0032914
Heightened Def Con from 0.00330887 to 0.00330887
Heightened Def Con from 0.00330927 to 0.00330927
Heightened Def Con from 0.00331137 to 0.00331137
Heightened Def Con from 0.00331138 to 0.00331138
Heightened Def Con from 0.00332888 to 0.00332888
Heightened Def Con from 0.00332928 to 0.00332928
Heightened Def Con from 0.00333135 to 0.00333136
Heightened Def Con from 0.00333137 to 0.00333137
Heightened Def Con from 0.0033489 to 0.0033489
Heightened Def Con from 0.0033493 to 0.0033493
Heightened Def Con from 0.00335134 to 0.00335134
Heightened Def Con from 0.00335135 to 0.00335136
Heightened Def Con from 0.00336891 to 0.00336891
Heightened Def Con from 0.00336931 to 0.00336931
Heightened Def Con from 0.00337132 to 0.00337133
Heightened Def Con from 0.00337134 to 0.00337134
Heightened Def Con from 0.00338892 to 0.00338892
Heightened Def Con from 0.00338932 to 0.00338933
Heightened Def Con from 0.00339131 to 0.00339132
Heightened Def Con from 0.00339133 to 0.00339133
Heightened Def Con from 0.00340893 to 0.00340894
Heightened Def Con from 0.00340934 to 0.00340934
Heightened Def Con from 0.0034113 to 0.0034113
Heightened Def Con from 0.00341131 to 0.00341132
Heightened Def Con from 0.00342895 to 0.00342895
Heightened Def Con from 0.00342935 to 0.00342935
Heightened Def Con from 0.00343128 to 0.00343129
Heightened Def Con from 0.0034313 to 0.0034313
Heightened Def Con from 0.00344896 to 0.00344896
Heightened Def Con from 0.00344936 to 0.00344936
Heightened Def Con from 0.00345127 +++++++to 0.00345127
Heightened Def Con from 0.00345127 +to 0.00345127
Heightened Def Con from 0.00345127 +++++++++++++++++++to 0.00345127
Heightened Def Con from 0.00345127 ++++++++++++++++++++++to 0.00345128
Heightened Def Con from 0.00345129 to 0.0034513
Heightened Def Con from 0.00346897 to 0.00346898
Heightened Def Con from 0.00346937 to 0.00346938
Heightened Def Con from 0.00347126 +to 0.00347126
Heightened Def Con from 0.00347126 ++to 0.00347126
Heightened Def Con from 0.00347126 to 0.00347126
Heightened Def Con from 0.00347126 to 0.00347126
Heightened Def Con from 0.00347126 +++++++++++++++++++++++++to 0.00347127
Heightened Def Con from 0.00347127 to 0.00347129
Heightened Def Con from 0.00348898 to 0.00348899
Heightened Def Con from 0.00348938 to 0.00348939
Heightened Def Con from 0.00349125 ++++++++++++++++++++to 0.00349125
Heightened Def Con from 0.00349125 +++++++++++++++++++++++++to 0.00349126
Heightened Def Con from 0.00349126 to 0.00349127
Heightened Def Con from 0.003509 to 0.003509
Heightened Def Con from 0.0035094 to 0.0035094
Heightened Def Con from 0.00351123 ++++to 0.00351123
