Circuit: * C:\Users\ycay\Desktop\FullBridge_Modulations\Transformless_SP_Inverter\FullBridge_LTspice\UF3C065040K4S\Unipolar_UF3C065040K4S_DeadTime.asc

Instance "m:u4:m1:2": Length shorter than recommended for a level 3 MOSFET.
Instance "m:u4:m1:1": Length shorter than recommended for a level 3 MOSFET.
Instance "m:u3:m1:2": Length shorter than recommended for a level 3 MOSFET.
Instance "m:u3:m1:1": Length shorter than recommended for a level 3 MOSFET.
Instance "m:u2:m1:2": Length shorter than recommended for a level 3 MOSFET.
Instance "m:u2:m1:1": Length shorter than recommended for a level 3 MOSFET.
Instance "m:u1:m1:2": Length shorter than recommended for a level 3 MOSFET.
Instance "m:u1:m1:1": Length shorter than recommended for a level 3 MOSFET.
Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.000504408 to 0.000504412
Heightened Def Con from 0.000504416 to 0.00050442
Heightened Def Con from 0.000505984 to 0.000505989
Heightened Def Con from 0.000514394 to 0.000514398
Heightened Def Con from 0.000514401 to 0.000514405
Heightened Def Con from 0.000515997 to 0.000516003
Heightened Def Con from 0.000524381 to 0.000524385
Heightened Def Con from 0.000524389 to 0.000524393
Heightened Def Con from 0.000526011 to 0.000526016
Heightened Def Con from 0.000534368 to 0.000534372
Heightened Def Con from 0.000534375 to 0.000534379
Heightened Def Con from 0.000536023 to 0.000536027
Heightened Def Con from 0.000544354 to 0.000544358
Heightened Def Con from 0.000544362 to 0.000544366
Heightened Def Con from 0.000546037 to 0.000546042
Heightened Def Con from 0.000554341 to 0.000554345
Heightened Def Con from 0.000554349 to 0.000554353
Heightened Def Con from 0.000556049 to 0.000556053
Heightened Def Con from 0.000564328 to 0.000564332
Heightened Def Con from 0.000564336 to 0.00056434
Heightened Def Con from 0.000566064 to 0.000566069
Heightened Def Con from 0.000574315 to 0.000574319
Heightened Def Con from 0.000574322 to 0.000574326
Heightened Def Con from 0.000576076 to 0.00057608
Heightened Def Con from 0.000584302 to 0.000584306
Heightened Def Con from 0.000584309 to 0.000584313
Heightened Def Con from 0.00058609 to 0.000586095
Heightened Def Con from 0.000594288 to 0.000594292
Heightened Def Con from 0.000594296 to 0.0005943
Heightened Def Con from 0.000596102 to 0.000596108
Heightened Def Con from 0.000604275 to 0.000604279
Heightened Def Con from 0.000604283 to 0.000604286
Heightened Def Con from 0.000606117 to 0.000606122
Heightened Def Con from 0.000614262 to 0.000614266
Heightened Def Con from 0.00061427 to 0.000614274
Heightened Def Con from 0.000616129 to 0.000616135
Heightened Def Con from 0.000624249 to 0.000624253
Heightened Def Con from 0.000624256 to 0.00062426
Heightened Def Con from 0.000626143 to 0.000626148
Heightened Def Con from 0.000634236 to 0.00063424
Heightened Def Con from 0.000634243 to 0.000634247
Heightened Def Con from 0.000636155 to 0.000636159
Heightened Def Con from 0.000644223 to 0.000644227
Heightened Def Con from 0.00064423 to 0.000644234
Heightened Def Con from 0.000646169 to 0.000646174
Heightened Def Con from 0.000654209 to 0.000654213
Heightened Def Con from 0.000654217 to 0.000654221
Heightened Def Con from 0.000656181 to 0.000656187
Heightened Def Con from 0.000664196 to 0.0006642
Heightened Def Con from 0.000664204 to 0.000664208
Heightened Def Con from 0.000666196 to 0.000666201
Heightened Def Con from 0.000674183 to 0.000674187
Heightened Def Con from 0.000674191 to 0.000674195
Heightened Def Con from 0.000676208 to 0.000676214
Heightened Def Con from 0.00068417 to 0.000684174
Heightened Def Con from 0.000684178 to 0.000684182
Heightened Def Con from 0.000686222 to 0.000686227
Heightened Def Con from 0.000694157 to 0.000694161
Heightened Def Con from 0.000694165 to 0.000694169
Heightened Def Con from 0.000696233 to 0.000696239
Heightened Def Con from 0.000704144 to 0.000704148
Heightened Def Con from 0.000704152 to 0.000704156
Heightened Def Con from 0.000706248 to 0.000706253
Heightened Def Con from 0.000714131 to 0.000714135
Heightened Def Con from 0.000714139 to 0.000714143
Heightened Def Con from 0.00071626 to 0.000716264
Heightened Def Con from 0.000724118 to 0.000724122
Heightened Def Con from 0.000724125 to 0.000724129
Heightened Def Con from 0.000726275 to 0.00072628
Heightened Def Con from 0.000734104 to 0.000734108
Heightened Def Con from 0.000734111 to 0.000734115
Heightened Def Con from 0.000736286 to 0.000736292
Heightened Def Con from 0.000744091 to 0.000744095
Heightened Def Con from 0.000744099 to 0.000744103
Heightened Def Con from 0.000746301 to 0.000746306
Heightened Def Con from 0.000754079 to 0.000754083
Heightened Def Con from 0.000754086 to 0.00075409
Heightened Def Con from 0.000756312 to 0.000756316
Heightened Def Con from 0.000764066 to 0.00076407
Heightened Def Con from 0.000764073 to 0.000764076
Heightened Def Con from 0.000766328 to 0.000766333
Heightened Def Con from 0.000774052 to 0.000774056
Heightened Def Con from 0.00077406 to 0.000774064
Heightened Def Con from 0.000776339 to 0.000776345
Heightened Def Con from 0.00078404 to 0.000784044
Heightened Def Con from 0.000784047 to 0.000784051
Heightened Def Con from 0.000786353 to 0.000786358
Heightened Def Con from 0.000794027 to 0.000794031
Heightened Def Con from 0.000794034 to 0.000794038
Heightened Def Con from 0.000796365 to 0.000796371
Heightened Def Con from 0.000804014 to 0.000804018
Heightened Def Con from 0.000804022 to 0.000804026
Heightened Def Con from 0.000806379 to 0.000806384
Heightened Def Con from 0.000814001 to 0.000814005
Heightened Def Con from 0.000814008 to 0.000814012
Heightened Def Con from 0.000816391 to 0.000816397
Heightened Def Con from 0.000823988 to 0.000823992
Heightened Def Con from 0.000823995 to 0.000823999
Heightened Def Con from 0.000826405 to 0.00082641
Heightened Def Con from 0.000833975 to 0.000833979
Heightened Def Con from 0.000833982 to 0.000833986
Heightened Def Con from 0.000836417 to 0.000836423
Heightened Def Con from 0.000843963 to 0.000843967
Heightened Def Con from 0.000843971 to 0.000843975
Heightened Def Con from 0.000846431 to 0.000846436
Heightened Def Con from 0.000853949 to 0.000853953
Heightened Def Con from 0.000853956 to 0.00085396
Heightened Def Con from 0.000856442 to 0.000856448
Heightened Def Con from 0.000863936 to 0.00086394
Heightened Def Con from 0.000863944 to 0.000863948
Heightened Def Con from 0.000866457 to 0.000866462
Heightened Def Con from 0.000873923 to 0.000873927
Heightened Def Con from 0.000873931 to 0.000873935
Heightened Def Con from 0.000876468 to 0.000876474
Heightened Def Con from 0.000883909 to 0.000883913
Heightened Def Con from 0.000883916 to 0.00088392
Heightened Def Con from 0.000886483 to 0.000886488
Heightened Def Con from 0.000893897 to 0.000893901
Heightened Def Con from 0.000893905 to 0.000893909
Heightened Def Con from 0.000896494 to 0.0008965
Heightened Def Con from 0.000903884 to 0.000903888
Heightened Def Con from 0.000903892 to 0.000903896
Heightened Def Con from 0.000906509 to 0.000906514
Heightened Def Con from 0.000913871 to 0.000913875
Heightened Def Con from 0.000913879 to 0.000913883
Heightened Def Con from 0.00091652 to 0.000916526
Heightened Def Con from 0.000923859 to 0.000923863
Heightened Def Con from 0.000923866 to 0.00092387
Heightened Def Con from 0.000926534 to 0.000926539
Heightened Def Con from 0.000933846 to 0.00093385
Heightened Def Con from 0.000933853 to 0.000933857
Heightened Def Con from 0.000936546 to 0.000936552
Heightened Def Con from 0.000943832 to 0.000943836
Heightened Def Con from 0.000943839 to 0.00094384
Heightened Def Con from 0.00094384 to 0.000943844
Heightened Def Con from 0.00094656 to 0.000946565
Heightened Def Con from 0.00095382 to 0.000953824
Heightened Def Con from 0.000953828 to 0.000953832
Heightened Def Con from 0.000956572 to 0.000956578
Heightened Def Con from 0.000963808 to 0.000963812
Heightened Def Con from 0.000963815 to 0.000963819
Heightened Def Con from 0.000966586 to 0.000966591
Heightened Def Con from 0.000973794 to 0.000973798
Heightened Def Con from 0.000973802 to 0.000973806
Heightened Def Con from 0.000976598 to 0.000976604
Heightened Def Con from 0.000983782 to 0.000983786
Heightened Def Con from 0.000983789 to 0.000983793
Heightened Def Con from 0.000986611 to 0.000986616
Heightened Def Con from 0.000993769 to 0.000993773
Heightened Def Con from 0.000993777 to 0.000993781
Heightened Def Con from 0.000996623 to 0.000996629
Heightened Def Con from 0.00100376 to 0.00100376
Heightened Def Con from 0.00100376 to 0.00100377
Heightened Def Con from 0.00100664 to 0.00100664
Heightened Def Con from 0.00101374 to 0.00101375
Heightened Def Con from 0.00101375 to 0.00101376
Heightened Def Con from 0.00101665 to 0.00101665
Heightened Def Con from 0.00102373 to 0.00102373
Heightened Def Con from 0.00102374 to 0.00102374
Heightened Def Con from 0.00102666 to 0.00102667
Heightened Def Con from 0.00103372 to 0.00103372
Heightened Def Con from 0.00103373 to 0.00103373
Heightened Def Con from 0.00103667 to 0.00103667
Heightened Def Con from 0.00103667 to 0.00103668
Heightened Def Con from 0.00104371 to 0.00104371
Heightened Def Con from 0.00104371 to 0.00104372
Heightened Def Con from 0.00104669 to 0.00104669
Heightened Def Con from 0.00105369 to 0.0010537
Heightened Def Con from 0.0010537 to 0.0010537
Heightened Def Con from 0.0010567 to 0.0010567
Heightened Def Con from 0.0010567 to 0.0010567
Heightened Def Con from 0.00106368 to 0.00106368
Heightened Def Con from 0.00106369 to 0.00106369
Heightened Def Con from 0.00106671 to 0.00106672
Heightened Def Con from 0.00107367 to 0.00107367
Heightened Def Con from 0.00107367 to 0.00107368
Heightened Def Con from 0.00107672 to 0.00107673
Heightened Def Con from 0.00107673 to 0.00107673
Heightened Def Con from 0.00108365 to 0.00108366
Heightened Def Con from 0.00108366 to 0.00108367
Heightened Def Con from 0.00108674 to 0.00108674
Heightened Def Con from 0.00109364 to 0.00109365
Heightened Def Con from 0.00109365 to 0.00109365
Heightened Def Con from 0.00109675 to 0.00109675
Heightened Def Con from 0.00109675 to 0.00109676
Heightened Def Con from 0.00110363 to 0.00110363
Heightened Def Con from 0.00110364 to 0.00110364
Heightened Def Con from 0.00110676 to 0.00110677
Heightened Def Con from 0.00111362 to 0.00111362
Heightened Def Con from 0.00111362 to 0.00111363
Heightened Def Con from 0.00111678 to 0.00111678
Heightened Def Con from 0.00111678 to 0.00111678
Heightened Def Con from 0.0011236 to 0.00112361
Heightened Def Con from 0.00112361 to 0.00112362
Heightened Def Con from 0.00112679 to 0.00112679
Heightened Def Con from 0.00113359 to 0.0011336
Heightened Def Con from 0.0011336 to 0.0011336
Heightened Def Con from 0.0011368 to 0.0011368
Heightened Def Con from 0.0011368 to 0.00113681
Heightened Def Con from 0.00114358 to 0.00114358
Heightened Def Con from 0.00114359 to 0.00114359
Heightened Def Con from 0.00114681 to 0.00114682
Heightened Def Con from 0.00115357 to 0.00115357
Heightened Def Con from 0.00115357 to 0.00115358
Heightened Def Con from 0.00115683 to 0.00115683
Heightened Def Con from 0.00115683 to 0.00115683
Heightened Def Con from 0.00116355 to 0.00116356
Heightened Def Con from 0.00116356 to 0.00116357
Heightened Def Con from 0.00116684 to 0.00116685
Heightened Def Con from 0.00117354 to 0.00117355
Heightened Def Con from 0.00117355 to 0.00117355
Heightened Def Con from 0.00117685 to 0.00117685
Heightened Def Con from 0.00117685 to 0.00117686
Heightened Def Con from 0.00118353 to 0.00118353
Heightened Def Con from 0.00118354 to 0.00118354
Heightened Def Con from 0.00118686 to 0.00118687
Heightened Def Con from 0.00119352 to 0.00119352
Heightened Def Con from 0.00119352 to 0.00119353
Heightened Def Con from 0.00119688 to 0.00119688
Heightened Def Con from 0.00119688 to 0.00119688
Heightened Def Con from 0.0012035 to 0.00120351
Heightened Def Con from 0.00120351 to 0.00120352
Heightened Def Con from 0.00120689 to 0.00120689
Heightened Def Con from 0.00121349 to 0.00121349
Heightened Def Con from 0.0012135 to 0.0012135
Heightened Def Con from 0.0012169 to 0.0012169
Heightened Def Con from 0.0012169 to 0.00121691
Heightened Def Con from 0.00122348 to 0.00122348
Heightened Def Con from 0.00122349 to 0.00122349
Heightened Def Con from 0.00122691 to 0.00122692
Heightened Def Con from 0.00123347 to 0.00123347
Heightened Def Con from 0.00123347 to 0.00123348
Heightened Def Con from 0.00123693 to 0.00123693
Heightened Def Con from 0.00123693 to 0.00123693
Heightened Def Con from 0.00124345 to 0.00124346
Heightened Def Con from 0.00124346 to 0.00124347
Heightened Def Con from 0.00124694 to 0.00124694
Heightened Def Con from 0.00125344 to 0.00125345
Heightened Def Con from 0.00125345 to 0.00125345
Heightened Def Con from 0.00125695 to 0.00125695
Heightened Def Con from 0.00125695 to 0.00125696
Heightened Def Con from 0.00126343 to 0.00126343
Heightened Def Con from 0.00126344 to 0.00126344
Heightened Def Con from 0.00126696 to 0.00126697
Heightened Def Con from 0.00127342 to 0.00127342
Heightened Def Con from 0.00127342 to 0.00127343
Heightened Def Con from 0.00127698 to 0.00127698
Heightened Def Con from 0.00127698 to 0.00127698
Heightened Def Con from 0.00128341 to 0.00128341
Heightened Def Con from 0.00128341 to 0.00128342
Heightened Def Con from 0.00128699 to 0.00128699
Heightened Def Con from 0.00129339 to 0.0012934
Heightened Def Con from 0.0012934 to 0.0012934
Heightened Def Con from 0.001297 to 0.001297
Heightened Def Con from 0.001297 to 0.00129701
Heightened Def Con from 0.00130338 to 0.00130338
Heightened Def Con from 0.00130339 to 0.00130339
Heightened Def Con from 0.00130701 to 0.00130702
Heightened Def Con from 0.00131337 to 0.00131337
Heightened Def Con from 0.00131337 to 0.00131338
Heightened Def Con from 0.00131702 to 0.00131703
Heightened Def Con from 0.00131703 to 0.00131703
Heightened Def Con from 0.00132336 to 0.00132336
Heightened Def Con from 0.00132336 to 0.00132337
Heightened Def Con from 0.00132704 to 0.00132704
Heightened Def Con from 0.00133334 to 0.00133335
Heightened Def Con from 0.00133335 to 0.00133336
Heightened Def Con from 0.00133704 to 0.00133704
Heightened Def Con from 0.00133705 to 0.00133705
Heightened Def Con from 0.00133705 to 0.00133706
Heightened Def Con from 0.00134333 to 0.00134333
Heightened Def Con from 0.00134334 to 0.00134334
Heightened Def Con from 0.00134706 to 0.00134707
Heightened Def Con from 0.00135332 to 0.00135332
Heightened Def Con from 0.00135333 to 0.00135333
Heightened Def Con from 0.00135707 to 0.00135707
Heightened Def Con from 0.00135707 to 0.00135708
Heightened Def Con from 0.00136331 to 0.00136331
Heightened Def Con from 0.00136332 to 0.00136332
Heightened Def Con from 0.00136709 to 0.00136709
Heightened Def Con from 0.00137329 to 0.0013733
Heightened Def Con from 0.0013733 to 0.00137331
Heightened Def Con from 0.0013771 to 0.0013771
Heightened Def Con from 0.0013771 to 0.0013771
Heightened Def Con from 0.00138328 to 0.00138329
Heightened Def Con from 0.00138329 to 0.00138329
Heightened Def Con from 0.00138711 to 0.00138712
Heightened Def Con from 0.00139327 to 0.00139327
Heightened Def Con from 0.00139328 to 0.00139328
Heightened Def Con from 0.00139712 to 0.00139712
Heightened Def Con from 0.00139712 to 0.00139713
Heightened Def Con from 0.00140326 to 0.00140326
Heightened Def Con from 0.00140327 to 0.00140327
Heightened Def Con from 0.00140714 to 0.00140714
Heightened Def Con from 0.00141325 to 0.00141325
Heightened Def Con from 0.00141325 to 0.00141326
Heightened Def Con from 0.00141715 to 0.00141715
Heightened Def Con from 0.00141715 to 0.00141715
Heightened Def Con from 0.00142323 to 0.00142324
Heightened Def Con from 0.00142324 to 0.00142325
Heightened Def Con from 0.00142716 to 0.00142717
Heightened Def Con from 0.00143322 to 0.00143323
Heightened Def Con from 0.00143323 to 0.00143323
Heightened Def Con from 0.00143717 to 0.00143717
Heightened Def Con from 0.00143717 to 0.00143718
Heightened Def Con from 0.00144321 to 0.00144321
Heightened Def Con from 0.00144322 to 0.00144322
Heightened Def Con from 0.00144718 to 0.00144719
Heightened Def Con from 0.0014532 to 0.0014532
Heightened Def Con from 0.0014532 to 0.00145321
Heightened Def Con from 0.0014572 to 0.0014572
Heightened Def Con from 0.0014572 to 0.0014572
Heightened Def Con from 0.00146319 to 0.00146319
Heightened Def Con from 0.00146319 to 0.0014632
Heightened Def Con from 0.00146721 to 0.00146721
Heightened Def Con from 0.00147317 to 0.00147318
Heightened Def Con from 0.00147318 to 0.00147319
Heightened Def Con from 0.00147722 to 0.00147722
Heightened Def Con from 0.00147722 to 0.00147723
Heightened Def Con from 0.00148316 to 0.00148316
Heightened Def Con from 0.00148317 to 0.00148317
Heightened Def Con from 0.00148723 to 0.00148724
Heightened Def Con from 0.00149315 to 0.00149315
Heightened Def Con from 0.00149316 to 0.00149316
Heightened Def Con from 0.00149724 to 0.00149724
Heightened Def Con from 0.00149724 to 0.00149725
Heightened Def Con from 0.00150314 to 0.00150314
Heightened Def Con from 0.00150315 to 0.00150315
Heightened Def Con from 0.00150726 to 0.00150726
Heightened Def Con from 0.00151312 to 0.00151313
Heightened Def Con from 0.00151313 to 0.00151314
Heightened Def Con from 0.00151727 to 0.00151727
Heightened Def Con from 0.00151727 to 0.00151727
Heightened Def Con from 0.00152311 to 0.00152312
Heightened Def Con from 0.00152312 to 0.00152312
Heightened Def Con from 0.00152312 to 0.00152313
Heightened Def Con from 0.00152728 to 0.00152729
Heightened Def Con from 0.0015331 to 0.0015331
Heightened Def Con from 0.00153311 to 0.00153311
Heightened Def Con from 0.00153729 to 0.00153729
Heightened Def Con from 0.00153729 to 0.0015373
Heightened Def Con from 0.00154309 to 0.00154309
Heightened Def Con from 0.0015431 to 0.0015431
Heightened Def Con from 0.00154731 to 0.00154731
Heightened Def Con from 0.00155308 to 0.00155308
Heightened Def Con from 0.00155309 to 0.00155309
Heightened Def Con from 0.00155731 to 0.00155732
Heightened Def Con from 0.00155732 to 0.00155732
Heightened Def Con from 0.00156307 to 0.00156307
Heightened Def Con from 0.00156307 to 0.00156308
Heightened Def Con from 0.00156733 to 0.00156733
Heightened Def Con from 0.00157305 to 0.00157306
Heightened Def Con from 0.00157306 to 0.00157307
Heightened Def Con from 0.00157734 to 0.00157734
Heightened Def Con from 0.00157734 to 0.00157734
Heightened Def Con from 0.00158304 to 0.00158305
Heightened Def Con from 0.00158305 to 0.00158305
Heightened Def Con from 0.00158735 to 0.00158736
Heightened Def Con from 0.00159303 to 0.00159303
Heightened Def Con from 0.00159304 to 0.00159304
Heightened Def Con from 0.00159736 to 0.00159736
Heightened Def Con from 0.00159736 to 0.00159737
Heightened Def Con from 0.00160302 to 0.00160302
Heightened Def Con from 0.00160303 to 0.00160303
Heightened Def Con from 0.00160738 to 0.00160738
Heightened Def Con from 0.00161301 to 0.00161301
Heightened Def Con from 0.00161301 to 0.00161302
Heightened Def Con from 0.00161739 to 0.00161739
Heightened Def Con from 0.00161739 to 0.00161739
Heightened Def Con from 0.001623 to 0.001623
Heightened Def Con from 0.001623 to 0.00162301
Heightened Def Con from 0.0016274 to 0.0016274
Heightened Def Con from 0.00163298 to 0.00163299
Heightened Def Con from 0.00163299 to 0.001633
Heightened Def Con from 0.00163741 to 0.00163741
Heightened Def Con from 0.00163741 to 0.00163742
Heightened Def Con from 0.00164297 to 0.00164298
Heightened Def Con from 0.00164298 to 0.00164298
Heightened Def Con from 0.00164742 to 0.00164743
Heightened Def Con from 0.00165296 to 0.00165296
Heightened Def Con from 0.00165297 to 0.00165297
Heightened Def Con from 0.00165743 to 0.00165743
Heightened Def Con from 0.00165743 to 0.00165744
Heightened Def Con from 0.00166295 to 0.00166295
Heightened Def Con from 0.00166296 to 0.00166296
Heightened Def Con from 0.00166745 to 0.00166745
Heightened Def Con from 0.00167294 to 0.00167294
Heightened Def Con from 0.00167295 to 0.00167295
Heightened Def Con from 0.00167746 to 0.00167746
Heightened Def Con from 0.00167746 to 0.00167746
Heightened Def Con from 0.00168293 to 0.00168293
Heightened Def Con from 0.00168293 to 0.00168294
Heightened Def Con from 0.00168747 to 0.00168747
Heightened Def Con from 0.00169291 to 0.00169292
Heightened Def Con from 0.00169292 to 0.00169293
Heightened Def Con from 0.00169748 to 0.00169748
Heightened Def Con from 0.00169748 to 0.00169749
Heightened Def Con from 0.0017029 to 0.00170291
Heightened Def Con from 0.00170291 to 0.00170291
Heightened Def Con from 0.00170749 to 0.0017075
Heightened Def Con from 0.00171289 to 0.00171289
Heightened Def Con from 0.0017129 to 0.0017129
Heightened Def Con from 0.0017175 to 0.0017175
Heightened Def Con from 0.0017175 to 0.00171751
Heightened Def Con from 0.00172288 to 0.00172288
Heightened Def Con from 0.00172289 to 0.00172289
Heightened Def Con from 0.00172752 to 0.00172752
Heightened Def Con from 0.00173287 to 0.00173287
Heightened Def Con from 0.00173288 to 0.00173288
Heightened Def Con from 0.00173753 to 0.00173753
Heightened Def Con from 0.00173753 to 0.00173753
Heightened Def Con from 0.00174286 to 0.00174286
Heightened Def Con from 0.00174286 to 0.00174287
Heightened Def Con from 0.00174754 to 0.00174754
