Circuit: * C:\Users\ycay\Desktop\FullBridge_Modulations\Transformless_SP_Inverter\FullBridge_LTspice\UF3C065040K4S\Bipolar_UF3C065040K4S_DeadTime.asc

Instance "m:u4:m1:2": Length shorter than recommended for a level 3 MOSFET.
Instance "m:u4:m1:1": Length shorter than recommended for a level 3 MOSFET.
Instance "m:u3:m1:2": Length shorter than recommended for a level 3 MOSFET.
Instance "m:u3:m1:1": Length shorter than recommended for a level 3 MOSFET.
Instance "m:u2:m1:2": Length shorter than recommended for a level 3 MOSFET.
Instance "m:u2:m1:1": Length shorter than recommended for a level 3 MOSFET.
Instance "m:u1:m1:2": Length shorter than recommended for a level 3 MOSFET.
Instance "m:u1:m1:1": Length shorter than recommended for a level 3 MOSFET.
Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.000234992 to 0.000234997
Heightened Def Con from 0.000245638 to 0.000245643
Heightened Def Con from 0.000254966 to 0.000254971
Heightened Def Con from 0.000265666 to 0.000265671
Heightened Def Con from 0.000274939 to 0.000274944
Heightened Def Con from 0.000285692 to 0.000285697
Heightened Def Con from 0.000294912 to 0.000294917
Heightened Def Con from 0.000305719 to 0.000305724
Heightened Def Con from 0.000314885 to 0.00031489
Heightened Def Con from 0.000325737 to 0.000325738
Heightened Def Con from 0.000325745 to 0.00032575
Heightened Def Con from 0.000334859 to 0.000334864
Heightened Def Con from 0.000345774 to 0.000345779
Heightened Def Con from 0.000354832 to 0.000354837
Heightened Def Con from 0.000365799 to 0.000365804
Heightened Def Con from 0.000374805 to 0.00037481
Heightened Def Con from 0.000385826 to 0.000385831
Heightened Def Con from 0.000394778 to 0.000394783
Heightened Def Con from 0.000405853 to 0.000405858
Heightened Def Con from 0.000414752 to 0.000414757
Heightened Def Con from 0.000425881 to 0.000425886
Heightened Def Con from 0.000434725 to 0.00043473
Heightened Def Con from 0.000445898 to 0.000445899
Heightened Def Con from 0.000445906 to 0.000445911
Heightened Def Con from 0.000454698 to 0.000454703
Heightened Def Con from 0.000465933 to 0.000465938
Heightened Def Con from 0.000474672 to 0.000474677
Heightened Def Con from 0.00048596 to 0.000485965
Heightened Def Con from 0.000494645 to 0.00049465
Heightened Def Con from 0.000505987 to 0.000505992
Heightened Def Con from 0.000514619 to 0.000514624
Heightened Def Con from 0.000526013 to 0.000526018
Heightened Def Con from 0.000534592 to 0.000534597
Heightened Def Con from 0.00054604 to 0.000546045
Heightened Def Con from 0.000554565 to 0.00055457
Heightened Def Con from 0.000566066 to 0.000566071
Heightened Def Con from 0.000574539 to 0.000574544
Heightened Def Con from 0.000586093 to 0.000586098
Heightened Def Con from 0.000594513 to 0.000594519
Heightened Def Con from 0.000606119 to 0.000606124
Heightened Def Con from 0.000614486 to 0.000614492
Heightened Def Con from 0.000626146 to 0.000626151
Heightened Def Con from 0.00063446 to 0.000634467
Heightened Def Con from 0.000646172 to 0.000646177
Heightened Def Con from 0.000654433 to 0.000654439
Heightened Def Con from 0.000666199 to 0.000666204
Heightened Def Con from 0.000674407 to 0.000674413
Heightened Def Con from 0.000686225 to 0.00068623
Heightened Def Con from 0.000694381 to 0.000694387
Heightened Def Con from 0.000706252 to 0.000706257
Heightened Def Con from 0.000714355 to 0.000714363
Heightened Def Con from 0.000726278 to 0.000726283
Heightened Def Con from 0.000734328 to 0.000734352
Heightened Def Con from 0.000746304 to 0.000746309
Heightened Def Con from 0.00076633 to 0.000766335
Heightened Def Con from 0.000786356 to 0.000786361
Heightened Def Con from 0.000806382 to 0.000806387
Heightened Def Con from 0.000826409 to 0.000826414
Heightened Def Con from 0.000846435 to 0.00084644
Heightened Def Con from 0.000866461 to 0.000866466
Heightened Def Con from 0.000886486 to 0.000886491
Heightened Def Con from 0.000906513 to 0.000906518
Heightened Def Con from 0.000926538 to 0.000926543
Heightened Def Con from 0.000946564 to 0.000946569
Heightened Def Con from 0.00096659 to 0.000966595
Heightened Def Con from 0.000973805 to 0.000973819
Heightened Def Con from 0.000986615 to 0.00098662
Heightened Def Con from 0.000993779 to 0.000993784
Heightened Def Con from 0.000993786 to 0.00099379
Heightened Def Con from 0.00100664 to 0.00100665
Heightened Def Con from 0.00101375 to 0.00101376
Heightened Def Con from 0.00101376 to 0.00101376
Heightened Def Con from 0.00102667 to 0.00102667
Heightened Def Con from 0.00103373 to 0.00103373
Heightened Def Con from 0.00103374 to 0.00103374
Heightened Def Con from 0.00104669 to 0.0010467
Heightened Def Con from 0.0010537 to 0.00105371
Heightened Def Con from 0.00105371 to 0.00105371
Heightened Def Con from 0.00106672 to 0.00106672
Heightened Def Con from 0.00107368 to 0.00107368
Heightened Def Con from 0.00107368 to 0.00107369
Heightened Def Con from 0.00108674 to 0.00108675
Heightened Def Con from 0.00109365 to 0.00109366
Heightened Def Con from 0.00109366 to 0.00109366
Heightened Def Con from 0.00110677 to 0.00110677
Heightened Def Con from 0.00111363 to 0.00111363
Heightened Def Con from 0.00111363 to 0.00111364
Heightened Def Con from 0.00112679 to 0.0011268
Heightened Def Con from 0.0011336 to 0.0011336
Heightened Def Con from 0.00113361 to 0.00113361
Heightened Def Con from 0.00114681 to 0.00114681
Heightened Def Con from 0.00114682 to 0.00114682
Heightened Def Con from 0.00115358 to 0.00115358
Heightened Def Con from 0.00115358 to 0.00115359
Heightened Def Con from 0.00116684 to 0.00116685
Heightened Def Con from 0.00117355 to 0.00117355
Heightened Def Con from 0.00117356 to 0.00117356
Heightened Def Con from 0.00118687 to 0.00118687
Heightened Def Con from 0.00119353 to 0.00119353
Heightened Def Con from 0.00119353 to 0.00119354
Heightened Def Con from 0.00120689 to 0.0012069
Heightened Def Con from 0.0012135 to 0.0012135
Heightened Def Con from 0.00121351 to 0.00121351
Heightened Def Con from 0.00122692 to 0.00122692
Heightened Def Con from 0.00123348 to 0.00123348
Heightened Def Con from 0.00123348 to 0.00123349
Heightened Def Con from 0.00124695 to 0.00124695
Heightened Def Con from 0.00125345 to 0.00125345
Heightened Def Con from 0.00125346 to 0.00125346
Heightened Def Con from 0.00126697 to 0.00126697
Heightened Def Con from 0.00127343 to 0.00127343
Heightened Def Con from 0.00127343 to 0.00127344
Heightened Def Con from 0.00128699 to 0.001287
Heightened Def Con from 0.0012934 to 0.0012934
Heightened Def Con from 0.00129341 to 0.00129341
Heightened Def Con from 0.00130702 to 0.00130703
Heightened Def Con from 0.00131338 to 0.00131338
Heightened Def Con from 0.00131338 to 0.00131339
Heightened Def Con from 0.00132704 to 0.00132705
Heightened Def Con from 0.00133335 to 0.00133336
Heightened Def Con from 0.00133336 to 0.00133336
Heightened Def Con from 0.00134707 to 0.00134707
Heightened Def Con from 0.00135333 to 0.00135333
Heightened Def Con from 0.00135334 to 0.00135334
Heightened Def Con from 0.00136709 to 0.0013671
Heightened Def Con from 0.0013733 to 0.00137331
Heightened Def Con from 0.00137331 to 0.00137332
Heightened Def Con from 0.00138712 to 0.00138712
Heightened Def Con from 0.00139328 to 0.00139328
Heightened Def Con from 0.00139329 to 0.00139329
Heightened Def Con from 0.00140714 to 0.00140715
Heightened Def Con from 0.00141325 to 0.00141326
Heightened Def Con from 0.00141326 to 0.00141327
Heightened Def Con from 0.00142717 to 0.00142717
Heightened Def Con from 0.00143323 to 0.00143323
Heightened Def Con from 0.00143324 to 0.00143324
Heightened Def Con from 0.00144719 to 0.0014472
Heightened Def Con from 0.00145321 to 0.00145321
Heightened Def Con from 0.00145321 to 0.00145322
Heightened Def Con from 0.00146721 to 0.00146721
Heightened Def Con from 0.00146721 to 0.00146722
Heightened Def Con from 0.00147318 to 0.00147319
Heightened Def Con from 0.00147319 to 0.00147319
Heightened Def Con from 0.00148723 to 0.00148723
Heightened Def Con from 0.00148724 to 0.00148724
Heightened Def Con from 0.00149316 to 0.00149316
Heightened Def Con from 0.00149317 to 0.00149317
Heightened Def Con from 0.00150726 to 0.00150727
Heightened Def Con from 0.00151313 to 0.00151314
Heightened Def Con from 0.00151314 to 0.00151315
Heightened Def Con from 0.00152729 to 0.00152729
Heightened Def Con from 0.00153311 to 0.00153311
Heightened Def Con from 0.00153312 to 0.00153312
Heightened Def Con from 0.00154731 to 0.00154732
Heightened Def Con from 0.00155309 to 0.00155309
Heightened Def Con from 0.00155309 to 0.0015531
Heightened Def Con from 0.00156733 to 0.00156734
Heightened Def Con from 0.00157306 to 0.00157307
Heightened Def Con from 0.00157307 to 0.00157307
Heightened Def Con from 0.00158736 to 0.00158736
Heightened Def Con from 0.00159304 to 0.00159304
Heightened Def Con from 0.00159305 to 0.00159305
Heightened Def Con from 0.00160738 to 0.00160739
Heightened Def Con from 0.00161301 to 0.00161302
Heightened Def Con from 0.00161302 to 0.00161303
Heightened Def Con from 0.00162741 to 0.00162741
Heightened Def Con from 0.00163299 to 0.001633
Heightened Def Con from 0.001633 to 0.001633
Heightened Def Con from 0.00164743 to 0.00164743
Heightened Def Con from 0.00165297 to 0.00165297
Heightened Def Con from 0.00165298 to 0.00165298
Heightened Def Con from 0.00166745 to 0.00166746
Heightened Def Con from 0.00167294 to 0.00167295
Heightened Def Con from 0.00167295 to 0.00167296
Heightened Def Con from 0.00168748 to 0.00168748
Heightened Def Con from 0.00169292 to 0.00169293
Heightened Def Con from 0.00169293 to 0.00169293
Heightened Def Con from 0.0017075 to 0.0017075
Heightened Def Con from 0.0017129 to 0.0017129
Heightened Def Con from 0.00171291 to 0.00171291
Heightened Def Con from 0.00172752 to 0.00172753
Heightened Def Con from 0.00173288 to 0.00173288
Heightened Def Con from 0.00173288 to 0.00173289
Heightened Def Con from 0.00174755 to 0.00174755
Heightened Def Con from 0.00175285 to 0.00175286
Heightened Def Con from 0.00175286 to 0.00175286
Heightened Def Con from 0.00176757 to 0.00176757
Heightened Def Con from 0.00177283 to 0.00177283
Heightened Def Con from 0.00177284 to 0.00177284
Heightened Def Con from 0.00178759 to 0.0017876
Heightened Def Con from 0.00179281 to 0.00179281
Heightened Def Con from 0.00179282 to 0.00179282
Heightened Def Con from 0.00180761 to 0.00180762
Heightened Def Con from 0.00181278 to 0.00181279
Heightened Def Con from 0.00181279 to 0.0018128
Heightened Def Con from 0.00182764 to 0.00182764
Heightened Def Con from 0.00183276 to 0.00183277
Heightened Def Con from 0.00183277 to 0.00183277
Heightened Def Con from 0.00184766 to 0.00184766
Heightened Def Con from 0.00185274 to 0.00185274
Heightened Def Con from 0.00185275 to 0.00185275
Heightened Def Con from 0.00186768 to 0.00186769
Heightened Def Con from 0.00187272 to 0.00187272
Heightened Def Con from 0.00187273 to 0.00187273
Heightened Def Con from 0.0018877 to 0.0018877
Heightened Def Con from 0.0018877 to 0.00188771
Heightened Def Con from 0.00189269 to 0.0018927
Heightened Def Con from 0.0018927 to 0.00189271
Heightened Def Con from 0.00190773 to 0.00190773
Heightened Def Con from 0.00191267 to 0.00191267
Heightened Def Con from 0.00191268 to 0.00191268
Heightened Def Con from 0.00192775 to 0.00192775
Heightened Def Con from 0.00193265 to 0.00193265
Heightened Def Con from 0.00193266 to 0.00193266
Heightened Def Con from 0.00194777 to 0.00194778
Heightened Def Con from 0.00195263 to 0.00195263
Heightened Def Con from 0.00195264 to 0.00195264
Heightened Def Con from 0.00196779 to 0.0019678
Heightened Def Con from 0.00197261 to 0.00197261
Heightened Def Con from 0.00197261 to 0.00197262
Heightened Def Con from 0.00198781 to 0.00198782
Heightened Def Con from 0.00199258 to 0.00199259
Heightened Def Con from 0.00199259 to 0.0019926
Heightened Def Con from 0.00200784 to 0.00200784
Heightened Def Con from 0.00201256 to 0.00201257
Heightened Def Con from 0.00201257 to 0.00201258
Heightened Def Con from 0.00202785 to 0.00202785
Heightened Def Con from 0.00202786 to 0.00202786
Heightened Def Con from 0.00203254 to 0.00203255
Heightened Def Con from 0.00203255 to 0.00203255
Heightened Def Con from 0.00204788 to 0.00204789
Heightened Def Con from 0.00205252 to 0.00205252
Heightened Def Con from 0.00205253 to 0.00205253
Heightened Def Con from 0.0020679 to 0.00206791
Heightened Def Con from 0.0020725 to 0.0020725
Heightened Def Con from 0.00207251 to 0.00207251
Heightened Def Con from 0.00208792 to 0.00208793
Heightened Def Con from 0.00209248 to 0.00209248
Heightened Def Con from 0.00209249 to 0.00209249
Heightened Def Con from 0.00210794 to 0.00210795
Heightened Def Con from 0.00211245 to 0.00211246
Heightened Def Con from 0.00211246 to 0.00211247
Heightened Def Con from 0.00212796 to 0.00212796
Heightened Def Con from 0.00212797 to 0.00212797
Heightened Def Con from 0.00213243 to 0.00213244
Heightened Def Con from 0.00213244 to 0.00213245
Heightened Def Con from 0.00214799 to 0.00214799
Heightened Def Con from 0.00215241 to 0.00215242
Heightened Def Con from 0.00215242 to 0.00215243
Heightened Def Con from 0.00216801 to 0.00216801
Heightened Def Con from 0.00217239 to 0.0021724
Heightened Def Con from 0.0021724 to 0.0021724
Heightened Def Con from 0.00218802 to 0.00218802
Heightened Def Con from 0.00218803 to 0.00218803
Heightened Def Con from 0.00219237 to 0.00219237
Heightened Def Con from 0.00219238 to 0.00219238
Heightened Def Con from 0.00220805 to 0.00220805
Heightened Def Con from 0.00221235 to 0.00221235
Heightened Def Con from 0.00221236 to 0.00221236
Heightened Def Con from 0.00222807 to 0.00222807
Heightened Def Con from 0.00223233 to 0.00223233
Heightened Def Con from 0.00223234 to 0.00223234
Heightened Def Con from 0.00224809 to 0.0022481
Heightened Def Con from 0.00225231 to 0.00225231
Heightened Def Con from 0.00225232 to 0.00225232
Heightened Def Con from 0.00226811 to 0.00226812
Heightened Def Con from 0.00227229 to 0.00227229
Heightened Def Con from 0.0022723 to 0.0022723
Heightened Def Con from 0.00228813 to 0.00228814
Heightened Def Con from 0.00229227 to 0.00229227
Heightened Def Con from 0.00229228 to 0.00229228
Heightened Def Con from 0.00230815 to 0.00230816
Heightened Def Con from 0.00231225 to 0.00231225
Heightened Def Con from 0.00231226 to 0.00231226
Heightened Def Con from 0.00232817 to 0.00232818
Heightened Def Con from 0.00233223 to 0.00233223
Heightened Def Con from 0.00233224 to 0.00233224
Heightened Def Con from 0.00234819 to 0.0023482
Heightened Def Con from 0.00235221 to 0.00235221
Heightened Def Con from 0.00235222 to 0.00235222
Heightened Def Con from 0.00236821 to 0.00236822
Heightened Def Con from 0.00237219 to 0.00237219
Heightened Def Con from 0.0023722 to 0.0023722
Heightened Def Con from 0.00238823 to 0.00238824
Heightened Def Con from 0.00239217 to 0.00239217
Heightened Def Con from 0.00239218 to 0.00239218
Heightened Def Con from 0.00240825 to 0.00240826
Heightened Def Con from 0.00241215 to 0.00241215
Heightened Def Con from 0.00241216 to 0.00241216
Heightened Def Con from 0.00242827 to 0.00242828
Heightened Def Con from 0.00243213 to 0.00243213
Heightened Def Con from 0.00243214 to 0.00243214
Heightened Def Con from 0.00244828 to 0.00244828
Heightened Def Con from 0.00244829 to 0.00244829
Heightened Def Con from 0.00245211 to 0.00245211
Heightened Def Con from 0.00245212 to 0.00245212
Heightened Def Con from 0.00246831 to 0.00246831
Heightened Def Con from 0.00247209 to 0.00247209
Heightened Def Con from 0.0024721 to 0.0024721
Heightened Def Con from 0.00248833 to 0.00248833
Heightened Def Con from 0.00249207 to 0.00249208
Heightened Def Con from 0.00249208 to 0.00249209
Heightened Def Con from 0.00250835 to 0.00250835
Heightened Def Con from 0.00251205 to 0.00251206
Heightened Def Con from 0.00251206 to 0.00251207
Heightened Def Con from 0.00252837 to 0.00252837
Heightened Def Con from 0.00253203 to 0.00253204
Heightened Def Con from 0.00253204 to 0.00253205
Heightened Def Con from 0.00254839 to 0.00254839
Heightened Def Con from 0.00255201 to 0.00255202
Heightened Def Con from 0.00255202 to 0.00255203
Heightened Def Con from 0.00256841 to 0.00256841
Heightened Def Con from 0.002572 to 0.002572
Heightened Def Con from 0.00257201 to 0.00257201
Heightened Def Con from 0.00258842 to 0.00258843
Heightened Def Con from 0.00259198 to 0.00259198
Heightened Def Con from 0.00259199 to 0.00259199
Heightened Def Con from 0.00260844 to 0.00260845
Heightened Def Con from 0.00261196 to 0.00261196
Heightened Def Con from 0.00261197 to 0.00261197
Heightened Def Con from 0.00262846 to 0.00262846
Heightened Def Con from 0.00263194 to 0.00263195
Heightened Def Con from 0.00263195 to 0.00263195
Heightened Def Con from 0.00264848 to 0.00264848
Heightened Def Con from 0.00265192 to 0.00265193
Heightened Def Con from 0.00265193 to 0.00265194
Heightened Def Con from 0.0026685 to 0.0026685
Heightened Def Con from 0.0026719 to 0.00267191
Heightened Def Con from 0.00267191 to 0.00267192
Heightened Def Con from 0.00268851 to 0.00268851
Heightened Def Con from 0.00268851 to 0.00268852
Heightened Def Con from 0.00269189 to 0.00269189
Heightened Def Con from 0.0026919 to 0.0026919
Heightened Def Con from 0.00270852 to 0.00270852
Heightened Def Con from 0.00270853 to 0.00270854
Heightened Def Con from 0.00271187 to 0.00271187
Heightened Def Con from 0.00271188 to 0.00271188
Heightened Def Con from 0.00272854 to 0.00272854
Heightened Def Con from 0.00272855 to 0.00272855
Heightened Def Con from 0.00273185 to 0.00273186
Heightened Def Con from 0.00273186 to 0.00273186
Heightened Def Con from 0.00274857 to 0.00274857
Heightened Def Con from 0.00275183 to 0.00275184
Heightened Def Con from 0.00275184 to 0.00275185
Heightened Def Con from 0.00276858 to 0.00276859
Heightened Def Con from 0.00277182 to 0.00277182
Heightened Def Con from 0.00277183 to 0.00277183
Heightened Def Con from 0.0027886 to 0.00278861
Heightened Def Con from 0.0027918 to 0.0027918
Heightened Def Con from 0.00279181 to 0.00279181
Heightened Def Con from 0.00280862 to 0.00280862
Heightened Def Con from 0.00281178 to 0.00281179
Heightened Def Con from 0.00281179 to 0.0028118
Heightened Def Con from 0.00282864 to 0.00282864
Heightened Def Con from 0.00283176 to 0.00283177
Heightened Def Con from 0.00283177 to 0.00283178
Heightened Def Con from 0.00284865 to 0.00284866
Heightened Def Con from 0.00285175 to 0.00285175
Heightened Def Con from 0.00285176 to 0.00285176
Heightened Def Con from 0.00286866 to 0.00286866
Heightened Def Con from 0.00286867 to 0.00286867
Heightened Def Con from 0.00287173 to 0.00287174
Heightened Def Con from 0.00287174 to 0.00287175
Heightened Def Con from 0.00288869 to 0.00288869
Heightened Def Con from 0.00289171 to 0.00289172
Heightened Def Con from 0.00289172 to 0.00289173
Heightened Def Con from 0.00290869 to 0.0029087
Heightened Def Con from 0.0029087 to 0.00290871
Heightened Def Con from 0.0029117 to 0.0029117
Heightened Def Con from 0.00291171 to 0.00291171
Heightened Def Con from 0.00292872 to 0.00292872
Heightened Def Con from 0.00293168 to 0.00293169
Heightened Def Con from 0.00293169 to 0.0029317
Heightened Def Con from 0.00294874 to 0.00294874
Heightened Def Con from 0.00295167 to 0.00295167
Heightened Def Con from 0.00295168 to 0.00295168
Heightened Def Con from 0.00296875 to 0.00296876
Heightened Def Con from 0.00297165 to 0.00297165
Heightened Def Con from 0.00297166 to 0.00297166
Heightened Def Con from 0.00298877 to 0.00298877
Heightened Def Con from 0.00299163 to 0.00299164
Heightened Def Con from 0.00299164 to 0.00299165
Heightened Def Con from 0.00300878 to 0.00300879
Heightened Def Con from 0.00301162 to 0.00301162
Heightened Def Con from 0.00301163 to 0.00301163
Heightened Def Con from 0.0030288 to 0.0030288
Heightened Def Con from 0.0030316 to 0.00303161
Heightened Def Con from 0.00303161 to 0.00303162
Heightened Def Con from 0.00304881 to 0.00304882
Heightened Def Con from 0.00305159 to 0.00305159
Heightened Def Con from 0.0030516 to 0.0030516
Heightened Def Con from 0.00306882 to 0.00306882
Heightened Def Con from 0.00306883 to 0.00306884
Heightened Def Con from 0.00307157 to 0.00307158
Heightened Def Con from 0.00307158 to 0.00307159
Heightened Def Con from 0.00308885 to 0.00308885
Heightened Def Con from 0.00309156 to 0.00309156
Heightened Def Con from 0.00309157 to 0.00309157
Heightened Def Con from 0.00310886 to 0.00310887
Heightened Def Con from 0.00311154 to 0.00311154
Heightened Def Con from 0.00311155 to 0.00311155
Heightened Def Con from 0.00312888 to 0.00312888
Heightened Def Con from 0.00313153 to 0.00313153
Heightened Def Con from 0.00313154 to 0.00313154
Heightened Def Con from 0.00314889 to 0.0031489
Heightened Def Con from 0.00315151 to 0.00315152
Heightened Def Con from 0.00315152 to 0.00315152
Heightened Def Con from 0.00316891 to 0.00316891
Heightened Def Con from 0.0031715 to 0.0031715
Heightened Def Con from 0.00317151 to 0.00317151
Heightened Def Con from 0.00318892 to 0.00318893
Heightened Def Con from 0.00319148 to 0.00319149
Heightened Def Con from 0.00319149 to 0.0031915
Heightened Def Con from 0.00320894 to 0.00320894
Heightened Def Con from 0.00321147 to 0.00321147
Heightened Def Con from 0.00321148 to 0.00321148
Heightened Def Con from 0.00322895 to 0.00322895
Heightened Def Con from 0.00323145 to 0.00323146
Heightened Def Con from 0.00323146 to 0.00323147
Heightened Def Con from 0.00324896 to 0.00324897
Heightened Def Con from 0.00325144 to 0.00325144
Heightened Def Con from 0.00325145 to 0.00325145
Heightened Def Con from 0.00326898 to 0.00326898
Heightened Def Con from 0.00327142 to 0.00327143
Heightened Def Con from 0.00327143 to 0.00327144
Heightened Def Con from 0.00328899 to 0.003289
Heightened Def Con from 0.00329141 to 0.00329142
Heightened Def Con from 0.00329142 to 0.00329142
Heightened Def Con from 0.003309 to 0.00330901
Heightened Def Con from 0.0033114 to 0.0033114
Heightened Def Con from 0.00331141 to 0.00331141
Heightened Def Con from 0.00332902 to 0.00332902
Heightened Def Con from 0.00333138 to 0.00333139
Heightened Def Con from 0.00333139 to 0.0033314
Heightened Def Con from 0.00334903 to 0.00334904
Heightened Def Con from 0.00335137 to 0.00335137
Heightened Def Con from 0.00335138 to 0.00335138
Heightened Def Con from 0.00336904 to 0.00336905
Heightened Def Con from 0.00337136 to 0.00337136
Heightened Def Con from 0.00337137 to 0.00337137
Heightened Def Con from 0.00338906 to 0.00338906
Heightened Def Con from 0.00339134 to 0.00339135
Heightened Def Con from 0.00339135 to 0.00339136
Heightened Def Con from 0.00340907 to 0.00340908
Heightened Def Con from 0.00341133 to 0.00341134
Heightened Def Con from 0.00341134 to 0.00341135
Heightened Def Con from 0.00342908 to 0.00342909
Heightened Def Con from 0.00343132 to 0.00343132
Heightened Def Con from 0.00343133 to 0.00343133
Heightened Def Con from 0.0034491 to 0.0034491
Heightened Def Con from 0.00345131 to 0.00345131
Heightened Def Con from 0.00345132 to 0.00345132
Heightened Def Con from 0.00346911 to 0.00346911
Heightened Def Con from 0.00347129 to 0.0034713
Heightened Def Con from 0.0034713 to 0.00347131
Heightened Def Con from 0.00348912 to 0.00348913
Heightened Def Con from 0.00349128 to 0.00349128
Heightened Def Con from 0.00349129 to 0.00349129
Heightened Def Con from 0.00350913 to 0.00350914
Heightened Def Con from 0.00351127 to 0.00351127
Heightened Def Con from 0.00351128 to 0.00351128
Heightened Def Con from 0.00352915 to 0.00352915
Heightened Def Con from 0.00353126 to 0.00353126
Heightened Def Con from 0.00353127 to 0.00353127
Heightened Def Con from 0.00354916 to 0.00354916
Heightened Def Con from 0.00355124 to 0.00355125
Heightened Def Con from 0.00355125 to 0.00355126
Heightened Def Con from 0.00356917 to 0.00356917
Heightened Def Con from 0.00357123 to 0.00357124
Heightened Def Con from 0.00357124 to 0.00357125
Heightened Def Con from 0.00358918 to 0.00358919
Heightened Def Con from 0.00359122 to 0.00359123
Heightened Def Con from 0.00359123 to 0.00359124
Heightened Def Con from 0.00360919 to 0.0036092
Heightened Def Con from 0.00361121 to 0.00361121
Heightened Def Con from 0.00361122 to 0.00361122
Heightened Def Con from 0.0036292 to 0.00362921
Heightened Def Con from 0.0036312 to 0.0036312
Heightened Def Con from 0.00363121 to 0.00363121
Heightened Def Con from 0.00364922 to 0.00364922
Heightened Def Con from 0.00365119 to 0.00365119
Heightened Def Con from 0.0036512 to 0.0036512
Heightened Def Con from 0.00366923 to 0.00366923
Heightened Def Con from 0.00367118 to 0.00367118
Heightened Def Con from 0.00367119 to 0.00367119
Heightened Def Con from 0.00368924 to 0.00368924
Heightened Def Con from 0.00369117 to 0.00369117
Heightened Def Con from 0.00369118 to 0.00369118
Heightened Def Con from 0.00370925 to 0.00370925
Heightened Def Con from 0.00371115 to 0.00371116
Heightened Def Con from 0.00371116 to 0.00371117
Heightened Def Con from 0.00372925 to 0.00372925
Heightened Def Con from 0.00372926 to 0.00372926
Heightened Def Con from 0.00373114 to 0.00373115
Heightened Def Con from 0.00373115 to 0.00373116
Heightened Def Con from 0.00374927 to 0.00374927
Heightened Def Con from 0.00375113 to 0.00375114
Heightened Def Con from 0.00375114 to 0.00375115
Heightened Def Con from 0.00376928 to 0.00376928
Heightened Def Con from 0.00377112 to 0.00377113
Heightened Def Con from 0.00377113 to 0.00377114
Heightened Def Con from 0.00378929 to 0.00378929
Heightened Def Con from 0.00379111 to 0.00379112
Heightened Def Con from 0.00379112 to 0.00379113
Heightened Def Con from 0.0038093 to 0.0038093
Heightened Def Con from 0.0038111 to 0.00381111
Heightened Def Con from 0.00381111 to 0.00381112
Heightened Def Con from 0.00382931 to 0.00382931
Heightened Def Con from 0.00383109 to 0.0038311
Heightened Def Con from 0.0038311 to 0.00383111
Heightened Def Con from 0.00384932 to 0.00384932
Heightened Def Con from 0.00385108 to 0.00385109
Heightened Def Con from 0.00385109 to 0.0038511
Heightened Def Con from 0.00386933 to 0.00386933
Heightened Def Con from 0.00387108 to 0.00387108
Heightened Def Con from 0.00387109 to 0.00387109
Heightened Def Con from 0.00388934 to 0.00388934
Heightened Def Con from 0.00389107 to 0.00389107
Heightened Def Con from 0.00389108 to 0.00389108
Heightened Def Con from 0.00390935 to 0.00390935
Heightened Def Con from 0.00391106 to 0.00391106
Heightened Def Con from 0.00391107 to 0.00391107
Heightened Def Con from 0.00392936 to 0.00392936
Heightened Def Con from 0.00393105 to 0.00393105
